Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
4,"AJ Proctor, TJ Lipscomb, A Zou, JA Anderson, SS Cho",GPU-optimized coarse-grained MD simulations of protein and rna folding and assembly,2012,Science J,users.wfu.edu,http://users.wfu.edu/choss/docs/papers/23.pdf,"https://scholar.google.com/scholar?cites=12124425012296375895&as_sdt=2005&sciodt=0,5&hl=en",753,22/11/2019 18:45,PDF,,,,,,,,4,0.57,1,5,7
193,"BB Kragelund, CV Robinson, J Knudsen…",Folding of a four-helix bundle: studies of acyl-coenzyme A binding protein,1995,Biochemistry,ACS Publications,https://pubs.acs.org/doi/pdf/10.1021/bi00021a037,"https://scholar.google.com/scholar?cites=17268139919697323355&as_sdt=2005&sciodt=0,5&hl=en",754,22/11/2019 18:45,,,,,,,,,193,8.04,48,4,24
1,Y Fang,Protein Folding: The Gibbs Free Energy,2012,arXiv preprint arXiv:1202.1358,arxiv.org,https://arxiv.org/abs/1202.1358,"https://scholar.google.com/scholar?cites=37452453465099322&as_sdt=2005&sciodt=0,5&hl=en",755,22/11/2019 18:45,,,,,,,,,1,0.14,1,1,7
138,"GS Jackson, AF Hill, C Joseph, L Hosszu…",Multiple folding pathways for heterologously expressed human prion protein,1999,… Acta (BBA)-Protein …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167483899000382,"https://scholar.google.com/scholar?cites=16263103173642203121&as_sdt=2005&sciodt=0,5&hl=en",756,22/11/2019 18:45,,,,,,,,,138,6.9,28,5,20
7,"DD Banks, JL Scavezze, CC Siska",Kinetic folding mechanism of erythropoietin,2009,Biophysical journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S0006349509006572,"https://scholar.google.com/scholar?cites=6194053205633928613&as_sdt=2005&sciodt=0,5&hl=en",757,22/11/2019 18:45,HTML,,,,,,,,7,0.7,2,3,10
8,I Licata,Living with radical uncertainty. The exemplary case of folding protein,2010,arXiv preprint arXiv:1004.4587,arxiv.org,https://arxiv.org/abs/1004.4587,"https://scholar.google.com/scholar?cites=3624938494926148372&as_sdt=2005&sciodt=0,5&hl=en",758,22/11/2019 18:45,,,,,,,,,8,0.89,8,1,9
20,"E Estrada, E Uriarte, S Vilar",Effect of Protein Backbone Folding on the Stability of Protein− Ligand Complexes,2006,Journal of proteome research,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/pr0503174,"https://scholar.google.com/scholar?cites=3766805871109802063&as_sdt=2005&sciodt=0,5&hl=en",759,22/11/2019 18:45,,,,,,,,,20,1.54,7,3,13
24,"ML Donten, S Hassan, A Popp, J Halter…",pH-jump induced leucine zipper folding beyond the diffusion limit,2015,The Journal of …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp511539c,"https://scholar.google.com/scholar?cites=17044435975832529796&as_sdt=2005&sciodt=0,5&hl=en",760,22/11/2019 18:45,,,,,,,,,24,6,5,5,4
1,"M Januar, A Sulaiman…",The Statistical Properties of Protein Folding in the 4 Theory,2013,Journal of Computational …,ingentaconnect.com,https://www.ingentaconnect.com/content/asp/jctn/2013/00000010/00000009/art00030,"https://scholar.google.com/scholar?cites=7808487174668578072&as_sdt=2005&sciodt=0,5&hl=en",761,22/11/2019 18:45,,,,,,,,,1,0.17,0,3,6
210,"B Imperiali, KW Rickert",Conformational implications of asparagine-linked glycosylation,1995,Proceedings of the National …,National Acad Sciences,https://www.pnas.org/content/92/1/97.short,"https://scholar.google.com/scholar?cites=16515510666236266875&as_sdt=2005&sciodt=0,5&hl=en",762,22/11/2019 18:45,,,,,,,,,210,8.75,105,2,24
187,"J Tsai, R Bonneau, AV Morozov…",An improved protein decoy set for testing energy functions for protein structure prediction,2003,Proteins: Structure …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.10454,"https://scholar.google.com/scholar?cites=3301648817534139782&as_sdt=2005&sciodt=0,5&hl=en",763,22/11/2019 18:45,,,,,,,,,187,11.69,47,4,16
11,M Gruebele,Fast protein folding,2008,"Protein Folding, Misfolding Aggregation: Classical …",books.google.com,https://books.google.com/books?hl=en&lr=&id=qSUaBb1FhwgC&oi=fnd&pg=PA106&dq=quantum+protein+folding&ots=KcK3SpoDkR&sig=7va-R6TI6ltxrToh1M-Q0zPgg1I,"https://scholar.google.com/scholar?cites=8093253835162797268&as_sdt=2005&sciodt=0,5&hl=en",764,22/11/2019 18:45,,,,,,,,,11,1,11,1,11
2,Y Fang,Thermodynamic Principle Revisited: Theory of Protein Folding,2015,Advances in Bioscience and Biotechnology,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1004.8800&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=11055538468071976161&as_sdt=2005&sciodt=0,5&hl=en",765,22/11/2019 18:45,PDF,,,,,,,,2,0.5,2,1,4
13,OB Ptitsyn,Physical principles of protein structure and protein folding,1985,Journal of Biosciences,Springer,https://link.springer.com/article/10.1007/BF02703962,"https://scholar.google.com/scholar?cites=3201354478483196909&as_sdt=2005&sciodt=0,5&hl=en",766,22/11/2019 18:45,,,,,,,,,13,0.38,13,1,34
75,"C Felder, HL Jiang, WL Zhu, KX Chen…",Quantum/Classical Mechanical Comparison of Cation− π Interactions between Tetramethylammonium and Benzene,2001,The Journal of …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp002933n,"https://scholar.google.com/scholar?cites=1232143902565396777&as_sdt=2005&sciodt=0,5&hl=en",767,22/11/2019 18:45,,,,,,,,,75,4.17,15,5,18
28,"JB Thoden, HM Holden, AJ Fisher, JF Sinclair…",Structure of the β2 homodimer of bacterial luciferase from vibrio harveyi: X‐ray analysis of a kinetic protein folding trap,1997,Protein …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/pro.5560060103,"https://scholar.google.com/scholar?cites=6421395891851191559&as_sdt=2005&sciodt=0,5&hl=en",768,22/11/2019 18:45,,,,,,,,,28,1.27,6,5,22
14,"LD Merkle, GH Gates Jr, GB Lamont…",Application of the parallel fast messy genetic algorithm to the protein folding problem,1993,Proceedings of the Intel …,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.116.3745&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=17362589539171420078&as_sdt=2005&sciodt=0,5&hl=en",769,22/11/2019 18:45,PDF,,,,,,,,14,0.54,4,4,26
31,"J Skolnick, A Kolinski, R Yaris",Monte carlo studies on equilibrium globular protein folding. II. β‐barrel globular protein models,1989,Biopolymers: Original Research …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/bip.360280604,"https://scholar.google.com/scholar?cites=4231699335410043402&as_sdt=2005&sciodt=0,5&hl=en",770,22/11/2019 18:45,,,,,,,,,31,1.03,10,3,30
60,"Y Zhou, C Zhang, G Stell, J Wang",… of the distribution of the first passage time: results from discontinuous molecular dynamics simulations of an all-atom model of the second β-hairpin fragment of protein …,2003,Journal of the American …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja029855x,"https://scholar.google.com/scholar?cites=10295904321983272723&as_sdt=2005&sciodt=0,5&hl=en",771,22/11/2019 18:45,,,,,,,,,60,3.75,15,4,16
12,HA Scheraga,From helix–coil transitions to protein folding,2008,Biopolymers: Original Research on …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/bip.20890,"https://scholar.google.com/scholar?cites=6336841761324791945&as_sdt=2005&sciodt=0,5&hl=en",772,22/11/2019 18:45,,,,,,,,,12,1.09,12,1,11
105,"AY Denisov, P Määttänen, C Dabrowski…",Solution structure of the bb′ domains of human protein disulfide isomerase,2009,The FEBS …,Wiley Online Library,https://febs.onlinelibrary.wiley.com/doi/abs/10.1111/j.1742-4658.2009.06884.x,"https://scholar.google.com/scholar?cites=9367364692156630028&as_sdt=2005&sciodt=0,5&hl=en",773,22/11/2019 18:45,,,,,,,,,105,10.5,26,4,10
30,"P Farber, H Darmawan, T Sprules…",Analyzing protein folding cooperativity by differential scanning calorimetry and NMR spectroscopy,2010,Journal of the American …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja100815a,"https://scholar.google.com/scholar?cites=7306841790481034790&as_sdt=2005&sciodt=0,5&hl=en",774,22/11/2019 18:45,,,,,,,,,30,3.33,8,4,9
29,"Y Guo, X Yu, K Rihani, QY Wang, L Rong",The Role of a Conserved Acidic Residue in Calcium-dependent Protein Folding for a Low Density Lipoprotein (LDL)-A Module IMPLICATIONS IN STRUCTURE AND …,2004,Journal of Biological Chemistry,ASBMB,http://www.jbc.org/content/279/16/16629.short,"https://scholar.google.com/scholar?cites=6921581830826187263&as_sdt=2005&sciodt=0,5&hl=en",775,22/11/2019 18:45,,,,,,,,,29,1.93,6,5,15
23,"TKS Kumar, C Yu",Monitoring protein folding at atomic resolution,2004,Accounts of chemical research,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ar020156z,"https://scholar.google.com/scholar?cites=9487297156468763130&as_sdt=2005&sciodt=0,5&hl=en",776,22/11/2019 18:45,,,,,,,,,23,1.53,12,2,15
21,"RA Broglia, G Tiana, D Provasi",Simple models of protein folding and of non-conventional drug design,2004,Journal of Physics: Condensed …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/0953-8984/16/6/R02,"https://scholar.google.com/scholar?cites=10021066785176218633&as_sdt=2005&sciodt=0,5&hl=en",777,22/11/2019 18:45,,,,,,,,,21,1.4,7,3,15
38,KG Fleming,Energetics of membrane protein folding,2014,Annual review of biophysics,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev-biophys-051013-022926,"https://scholar.google.com/scholar?cites=2259832124514027067&as_sdt=2005&sciodt=0,5&hl=en",778,22/11/2019 18:45,,,,,,,,,38,7.6,38,1,5
19,"N Mousseau, P Derreumaux",Exploring energy landscapes of protein folding and aggregation,2008,Frontiers in Bioscience,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/3ab0/2f280a73d2dcb5f8b08efdb6a66996878f24.pdf,"https://scholar.google.com/scholar?cites=5140777213493750390&as_sdt=2005&sciodt=0,5&hl=en",779,22/11/2019 18:45,PDF,,,,,,,,19,1.73,10,2,11
35,"EP Melo, LY Chen, JMS Cabral, P Fojan…",Trehalose favors a cutinase compact intermediate off-folding pathway,2003,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi034267x,"https://scholar.google.com/scholar?cites=9086996325968844667&as_sdt=2005&sciodt=0,5&hl=en",780,22/11/2019 18:45,,,,,,,,,35,2.19,7,5,16
180,"AA Chen, AE García",High-resolution reversible folding of hyperstable RNA tetraloops using molecular dynamics simulations,2013,… of the National Academy of Sciences,National Acad Sciences,https://www.pnas.org/content/110/42/16820.short,"https://scholar.google.com/scholar?cites=15853765953985939158&as_sdt=2005&sciodt=0,5&hl=en",781,22/11/2019 18:45,,,,,,,,,180,30,90,2,6
24,"A Dickson, CL Brooks III",Quantifying hub-like behavior in protein folding networks,2012,Journal of chemical theory and …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ct300537s,"https://scholar.google.com/scholar?cites=1193160332158247052&as_sdt=2005&sciodt=0,5&hl=en",782,22/11/2019 18:45,,,,,,,,,24,3.43,12,2,7
9,JL Ramsey,Calibrating and constructing models of protein folding,2007,Synthese,Springer,https://link.springer.com/article/10.1007/s11229-006-9113-1,"https://scholar.google.com/scholar?cites=8813662839949527154&as_sdt=2005&sciodt=0,5&hl=en",783,22/11/2019 18:45,,,,,,,,,9,0.75,9,1,12
104,"L Cruzeiro-Hansson, S Takeno","Davydov model: The quantum, mixed quantum-classical, and full classical systems",1997,Physical Review E,APS,https://journals.aps.org/pre/abstract/10.1103/PhysRevE.56.894,"https://scholar.google.com/scholar?cites=6247422169243093562&as_sdt=2005&sciodt=0,5&hl=en",784,22/11/2019 18:45,,,,,,,,,104,4.73,52,2,22
28,"W Zheng, M Andrec, E Gallicchio…",Recovering kinetics from a simplified protein folding model using replica exchange simulations: a kinetic network and effective stochastic dynamics,2009,The Journal of Physical …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp900445t,"https://scholar.google.com/scholar?cites=4861711010056990027&as_sdt=2005&sciodt=0,5&hl=en",785,22/11/2019 18:45,,,,,,,,,28,2.8,7,4,10
12,PM Horowitz,"Kinetic control of protein folding by detergent micelles, liposomes, and chaperonins",1993,,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bk-1993-0526.ch012,"https://scholar.google.com/scholar?cites=7702768209624508410&as_sdt=2005&sciodt=0,5&hl=en",786,22/11/2019 18:45,,,,,,,,,12,0.46,12,1,26
53,"DF Hansen, P Neudecker, P Vallurupalli…",Determination of Leu side-chain conformations in excited protein states by NMR relaxation dispersion,2009,Journal of the …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja909294n,"https://scholar.google.com/scholar?cites=17706275833340345145&as_sdt=2005&sciodt=0,5&hl=en",787,22/11/2019 18:45,,,,,,,,,53,5.3,13,4,10
144,CA Royer,Fluorescence spectroscopy,1995,Protein stability and folding,Springer,https://link.springer.com/protocol/10.1385/0-89603-301-5:65,"https://scholar.google.com/scholar?cites=7818984417993069512&as_sdt=2005&sciodt=0,5&hl=en",788,22/11/2019 18:45,,,,,,,,,144,6,144,1,24
81,"M Asano, A Khrennikov, M Ohya, Y Tanaka, I Yamato",Quantum adaptivity in biology: from genetics to cognition,2015,,Springer,https://link.springer.com/content/pdf/10.1007/978-94-017-9819-8.pdf,"https://scholar.google.com/scholar?cites=17962799189103207092&as_sdt=2005&sciodt=0,5&hl=en",789,22/11/2019 18:45,BOOK,,,,,,,,81,20.25,16,5,4
286,"DG Covell, RL Jernigan",Conformations of folded proteins in restricted spaces,1990,Biochemistry,ACS Publications,https://pubs.acs.org/doi/full/10.1021/bi00465a020,"https://scholar.google.com/scholar?cites=3334576379828240007&as_sdt=2005&sciodt=0,5&hl=en",790,22/11/2019 18:45,,,,,,,,,286,9.86,143,2,29
12,"A Cumberworth, JM Bui…",Free energies of solvation in the context of protein folding: Implications for implicit and explicit solvent models,2016,Journal of computational …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.24235,"https://scholar.google.com/scholar?cites=1617043577937635089&as_sdt=2005&sciodt=0,5&hl=en",791,22/11/2019 18:45,,,,,,,,,12,4,4,3,3
22,"VG Contessoto, DT Lima, RJ Oliveira…",Analyzing the effect of homogeneous frustration in protein folding,2013,Proteins: Structure …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.24309,"https://scholar.google.com/scholar?cites=12353836789769488541&as_sdt=2005&sciodt=0,5&hl=en",792,22/11/2019 18:45,,,,,,,,,22,3.67,6,4,6
70,"FY Oliva, V Muñoz",A simple thermodynamic test to discriminate between two-state and downhill folding,2004,Journal of the American Chemical Society,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja048309w,"https://scholar.google.com/scholar?cites=813007527834386992&as_sdt=2005&sciodt=0,5&hl=en",793,22/11/2019 18:45,,,,,,,,,70,4.67,35,2,15
1,K Yura,"Obituary: Nobuhiko Saitô, a man who understood protein folding in his own way",2016,Biophysics and physicobiology,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/biophysico/13/0/13_245/_article/-char/ja/,"https://scholar.google.com/scholar?cites=2261353179714645047&as_sdt=2005&sciodt=0,5&hl=en",794,22/11/2019 18:45,,,,,,,,,1,0.33,1,1,3
36,"W Zhuang, D Abramavicius…",Two-dimensional vibrational optical probes for peptide fast folding investigation,2006,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/103/50/18934.short,"https://scholar.google.com/scholar?cites=13185473958109577109&as_sdt=2005&sciodt=0,5&hl=en",795,22/11/2019 18:45,,,,,,,,,36,2.77,12,3,13
211,"F Paesani, GA Voth",The properties of water: Insights from quantum simulations,2009,The Journal of Physical Chemistry B,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp810590c,"https://scholar.google.com/scholar?cites=13236923893261345485&as_sdt=2005&sciodt=0,5&hl=en",796,22/11/2019 18:45,,,,,,,,,211,21.1,106,2,10
2,"LH Lu, YQ Li",Quantum Approach to Fast Protein-Folding Time,2019,arXiv preprint arXiv:1906.09184,arxiv.org,https://arxiv.org/abs/1906.09184,"https://scholar.google.com/scholar?cites=17153482947500742231&as_sdt=2005&sciodt=0,5&hl=en",797,22/11/2019 18:45,,,,,,,,,2,2,1,2,1
60,"D Porter, F Vollrath",The role of kinetics of water and amide bonding in protein stability,2008,Soft Matter,pubs.rsc.org,https://pubs.rsc.org/en/content/articlehtml/2008/sm/b713972a,"https://scholar.google.com/scholar?cites=13138516488511989121&as_sdt=2005&sciodt=0,5&hl=en",798,22/11/2019 18:45,,,,,,,,,60,5.45,30,2,11
512,"IM Klotz, JS Franzen",Hydrogen bonds between model peptide groups in solution,1962,Journal of the American Chemical Society,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/ja00877a009,"https://scholar.google.com/scholar?cites=8409342180818801603&as_sdt=2005&sciodt=0,5&hl=en",799,22/11/2019 18:45,,,,,,,,,512,8.98,256,2,57
116,"H Orland, A Zee",RNA folding and large N matrix theory,2002,Nuclear Physics B,Elsevier,https://www.sciencedirect.com/science/article/pii/S0550321301005223,"https://scholar.google.com/scholar?cites=9149303198735076926&as_sdt=2005&sciodt=0,5&hl=en",800,22/11/2019 18:45,,,,,,,,,116,6.82,58,2,17
94,Q Computation,Quantum Information,2000,"MA Nielsen, IL Chuang, Cambridge, UK",,,"https://scholar.google.com/scholar?cites=3217785471125131335&as_sdt=2005&sciodt=0,5&hl=en",801,22/11/2019 18:45,CITATION,,,,,,,,94,4.95,94,1,19
20,"Y Kobayashi, H Sasabe, T Akutsu, N Saitô",Mechanism of protein folding. iv. forming and breaking of disulfide bonds in bovine pancreatic tripsin inhibitor,1992,Biophysical chemistry,Elsevier,https://www.sciencedirect.com/science/article/pii/0301462292850434,"https://scholar.google.com/scholar?cites=7578635068427414994&as_sdt=2005&sciodt=0,5&hl=en",802,22/11/2019 18:45,,,,,,,,,20,0.74,5,4,27
199,"FJ Blanco, L Serrano",Folding of protein G B1 domain studied by the conformational characterization of fragments comprising its secondary structure elements,1995,European journal of biochemistry,Wiley Online Library,https://febs.onlinelibrary.wiley.com/doi/abs/10.1111/j.1432-1033.1995.0634h.x,"https://scholar.google.com/scholar?cites=2951793414405237603&as_sdt=2005&sciodt=0,5&hl=en",803,22/11/2019 18:45,,,,,,,,,199,8.29,100,2,24
123,S Hameroff,How quantum brain biology can rescue conscious free will,2012,Frontiers in integrative neuroscience,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnint.2012.00093,"https://scholar.google.com/scholar?cites=12440877987422199128&as_sdt=2005&sciodt=0,5&hl=en",804,22/11/2019 18:45,HTML,,,,,,,,123,17.57,123,1,7
39,"CL Dias, HS Chan",Pressure-dependent properties of elementary hydrophobic interactions: ramifications for activation properties of protein folding,2014,The Journal of Physical Chemistry B,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/jp501935f,"https://scholar.google.com/scholar?cites=4698986618415742184&as_sdt=2005&sciodt=0,5&hl=en",805,22/11/2019 18:45,,,,,,,,,39,7.8,20,2,5
238,"J Kemmink, NJ Darby, K Dijkstra, M Nilges…",The folding catalyst protein disulfide isomerase is constructed of active and inactive thioredoxin modules,1997,Current Biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0960982206001199,"https://scholar.google.com/scholar?cites=17038180588970076636&as_sdt=2005&sciodt=0,5&hl=en",806,22/11/2019 18:45,HTML,,,,,,,,238,10.82,48,5,22
21,"GW Greenwood, JM Shin",On the evolutionary search for solutions to the protein folding problem,2003,Evolutionary Computation in Bioinformatics,Elsevier,https://www.sciencedirect.com/science/article/pii/B9781558607972500081,"https://scholar.google.com/scholar?cites=1523323989201511058&as_sdt=2005&sciodt=0,5&hl=en",807,22/11/2019 18:45,,,,,,,,,21,1.31,11,2,16
0,"J ZHAO, J SUN, W XU",Improved binary quantum-behaved particle swarm optimization to protein folding,2011,Application Research of Computers,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-JSYJ201109051.htm,,808,22/11/2019 18:45,,,,,,,,,0,0,0,3,8
87,"AG Donchev, VD Ozrin, MV Subbotin…",A quantum mechanical polarizable force field for biomolecular interactions,2005,Proceedings of the …,National Acad Sciences,https://www.pnas.org/content/102/22/7829.short,"https://scholar.google.com/scholar?cites=15227820301639293374&as_sdt=2005&sciodt=0,5&hl=en",809,22/11/2019 18:45,,,,,,,,,87,6.21,22,4,14
0,L Luo,Experimental tests of the quantum property of protein folding,2016,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/044230v1.abstract,,810,22/11/2019 18:45,,,,,,,,,0,0,0,1,3
20,"BE Husic, VS Pande",Ward clustering improves cross-validated Markov state models of protein folding,2017,Journal of chemical theory and computation,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/acs.jctc.6b01238,"https://scholar.google.com/scholar?cites=4676080978751853076&as_sdt=2005&sciodt=0,5&hl=en",811,22/11/2019 18:45,,,,,,,,,20,10,10,2,2
11,"Z Cui, X Liu, D Liu, J Zeng, Z Shi",Using gravitropism artificial plant optimization algorithm to solve toy model of protein folding,2013,Journal of Computational …,ingentaconnect.com,https://www.ingentaconnect.com/content/asp/jctn/2013/00000010/00000006/art00039,"https://scholar.google.com/scholar?cites=10177094680069165778&as_sdt=2005&sciodt=0,5&hl=en",812,22/11/2019 18:45,,,,,,,,,11,1.83,2,5,6
362,"ND Lazo, MA Grant, MC Condron, AC Rigby…",On the nucleation of amyloid β‐protein monomer folding,2005,Protein …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1110/ps.041292205,"https://scholar.google.com/scholar?cites=11106704180218656266&as_sdt=2005&sciodt=0,5&hl=en",813,22/11/2019 18:45,,,,,,,,,362,25.86,72,5,14
243,R Tycko,Insights into the amyloid folding problem from solid-state NMR,2003,Biochemistry,ACS Publications,https://pubs.acs.org/doi/full/10.1021/bi027378p,"https://scholar.google.com/scholar?cites=7978746970289483770&as_sdt=2005&sciodt=0,5&hl=en",814,22/11/2019 18:45,,,,,,,,,243,15.19,243,1,16
29,"BE Husic, RT McGibbon, MM Sultan…",Optimized parameter selection reveals trends in Markov state models for protein folding,2016,The Journal of chemical …,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.4967809,"https://scholar.google.com/scholar?cites=17149428079706465810&as_sdt=2005&sciodt=0,5&hl=en",815,22/11/2019 18:45,,,,,,,,,29,9.67,7,4,3
166,"K Kuwata, M Hoshino, V Forge, S Era, CA Batt…",Solution structure and dynamics of bovine β-lactoglobulin A,1999,Protein …,cambridge.org,https://www.cambridge.org/core/journals/protein-science/article/solution-structure-and-dynamics-of-bovine-lactoglobulin-a/A87C1551D3CC3B90A4A8DA3122D9A5B1,"https://scholar.google.com/scholar?cites=8960182259643090314&as_sdt=2005&sciodt=0,5&hl=en",816,22/11/2019 18:45,,,,,,,,,166,8.3,28,6,20
12,"HN Wu, F Jiang, YD Wu",Significantly improved protein folding thermodynamics using a dispersion-corrected water model and a new residue-specific force field,2017,The journal of physical chemistry letters,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/acs.jpclett.7b01213,"https://scholar.google.com/scholar?cites=7419728039647014186&as_sdt=2005&sciodt=0,5&hl=en",817,22/11/2019 18:45,,,,,,,,,12,6,4,3,2
172,"AE Mark, WF Van Gunsteren",Simulation of the thermal denaturation of hen egg white lysozyme: trapping the molten globule state,1992,Biochemistry,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/bi00149a001,"https://scholar.google.com/scholar?cites=5965000997047696353&as_sdt=2005&sciodt=0,5&hl=en",818,22/11/2019 18:45,,,,,,,,,172,6.37,86,2,27
34,"M Roy, PA Jennings","Real-time NMR kinetic studies provide global and residue-specific information on the non-cooperative unfolding of the β-trefoil protein, interleukin-1β",2003,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283603003401,"https://scholar.google.com/scholar?cites=13595785017759322830&as_sdt=2005&sciodt=0,5&hl=en",819,22/11/2019 18:45,,,,,,,,,34,2.13,17,2,16
55,"Y Kuroda, PS Kim",Folding of bovine pancreatic trypsin inhibitor (BPTI) variants in which almost half the residues are alanine,2000,Journal of molecular biology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022283600936222,"https://scholar.google.com/scholar?cites=16384007495081726977&as_sdt=2005&sciodt=0,5&hl=en",820,22/11/2019 18:45,,,,,,,,,55,2.89,28,2,19
586,"R Ishima, DA Torchia",Protein dynamics from NMR,2000,Nature Structural & Molecular Biology,nature.com,https://www.nature.com/articles/nsb0900_740,"https://scholar.google.com/scholar?cites=9869675687881275980&as_sdt=2005&sciodt=0,5&hl=en",821,22/11/2019 18:45,,,,,,,,,586,30.84,293,2,19
0,E Pollak,The Path Leading from Protein Folding Transition Times to Quantum Tunneling Times,,csrc.ac.cn,,http://www.csrc.ac.cn/en/event/seminars/2018-12-24/488.html,,822,22/11/2019 18:45,,,,,,,,,0,0,0,1,
5,"AC Kaushik, S Sahi",Biological complexity: ant colony meta-heuristic optimization algorithm for protein folding,2017,Neural Computing and Applications,Springer,https://link.springer.com/article/10.1007/s00521-016-2252-5,"https://scholar.google.com/scholar?cites=9343303869359073653&as_sdt=2005&sciodt=0,5&hl=en",823,22/11/2019 18:45,,,,,,,,,5,2.5,3,2,2
50,GS Paraoanu,Recent progress in quantum simulation using superconducting circuits,2014,Journal of Low Temperature Physics,Springer,https://link.springer.com/article/10.1007/s10909-014-1175-8,"https://scholar.google.com/scholar?cites=16510274612062146042&as_sdt=2005&sciodt=0,5&hl=en",824,22/11/2019 18:45,,,,,,,,,50,10,50,1,5
118,"LM Obermoeller-McCormick, Y Li, H Osaka…",Dissection of receptor folding and ligand-binding property with functional minireceptors of LDL receptor-related protein,2001,Journal of cell …,jcs.biologists.org,https://jcs.biologists.org/content/114/5/899.short,"https://scholar.google.com/scholar?cites=18219899596488238047&as_sdt=2005&sciodt=0,5&hl=en",825,22/11/2019 18:45,,,,,,,,,118,6.56,30,4,18
33,"N Baden, S Hirota, T Takabe, N Funasaki…",Thermodynamical properties of reaction intermediates during apoplastocyanin folding in time domain,2007,The Journal of …,aip.scitation.org,https://aip.scitation.org/doi/abs/10.1063/1.2780860,"https://scholar.google.com/scholar?cites=4433874684243132753&as_sdt=2005&sciodt=0,5&hl=en",826,22/11/2019 18:45,,,,,,,,,33,2.75,7,5,12
20,"T Dubois, R Guillard, JP Prieels, JP Perraudin",Comparison between the folding of reduced hen egg white lysozyme and that of reduced human milk lysozyme,1982,Biochemistry,ACS Publications,https://pubs.acs.org/doi/pdf/10.1021/bi00268a030,"https://scholar.google.com/scholar?cites=14026205544753575205&as_sdt=2005&sciodt=0,5&hl=en",827,22/11/2019 18:45,,,,,,,,,20,0.54,5,4,37
5,"MT Hoque, M Chetty, LS Dooley",Significance of hybrid evolutionary computation for ab initio protein folding prediction,2007,Hybrid Evolutionary Algorithms,Springer,https://link.springer.com/chapter/10.1007/978-3-540-73297-6_10,"https://scholar.google.com/scholar?cites=17523437375960565726&as_sdt=2005&sciodt=0,5&hl=en",828,22/11/2019 18:45,,,,,,,,,5,0.42,2,3,12
18,"F Koskowski, B Hartke",Towards protein folding with evolutionary techniques,2005,Journal of computational chemistry,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.20254,"https://scholar.google.com/scholar?cites=13768236963907891279&as_sdt=2005&sciodt=0,5&hl=en",829,22/11/2019 18:45,,,,,,,,,18,1.29,9,2,14
